Activity ID,Activity.Date,Activity.Name,Activity.Type,Activity.Description,Elapsed.Time.s,Distance.km,Relative.Effort,Commute,Activity.Gear,Filename,Month,Year,Day,start.time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001920711,"May 23, 2017, 2:20:04 PM",Off day - also I guess I'm signed up for StillH2O Half this weekend...,Ride,Cool birds at cow pasture identified as tree swallows?,5922,31.37,,FALSE,,activities/1001920711.gpx,5,2017,23,2:20:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001942327,"May 23, 2017, 4:07:50 PM",Loosen things up,Run,,431,1.39,,FALSE,,activities/1001942327.gpx,5,2017,23,4:07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002610413,"May 23, 2017, 10:03:24 PM",I guess we're going out again today STRONG,Run,I still can't believe my body can do this ,2234,7.77,,FALSE,,activities/1002610413.gpx,5,2017,23,12:03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004239967,"May 24, 2017, 6:15:00 PM",Time with the orchadorks at lake Calhoun ,Walk,,5400,0,,FALSE,,,5,2017,24,6:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005043810,"May 25, 2017, 1:44:25 PM",Half marathon in 47 hours ,Run,,2486,6.58,,FALSE,,activities/1005043810.gpx,5,2017,25,1:44:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006550161,"May 26, 2017, 2:20:29 PM",Stillwater Half in 23 hours ,Run,Wanted that one slower,1026,3.54,,FALSE,,activities/1006550161.gpx,5,2017,26,2:20:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008110005,"May 27, 2017, 1:01:02 PM",Stillwater Half Marathon,Run,,6251,21.38,,FALSE,,activities/1008110005.gpx,5,2017,27,1:01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008292798,"May 26, 2017, 9:28:58 PM",Friends ,Ride,,900,2.89,,FALSE,,,5,2017,26,9:28:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010549111,"May 28, 2017, 8:42:19 PM",Recovery ride,Ride,,2700,9.65,,FALSE,,,5,2017,28,8:42:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011350010,"May 29, 2017, 2:29:44 PM",Recovery - no watch ,Run,,2100,6.43,,FALSE,,,5,2017,29,2:29:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013245111,"May 30, 2017, 6:16:21 PM",Legs still burnt ,Run,,2649,7.65,,FALSE,,activities/1013245111.gpx,5,2017,30,6:16:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013665371,"May 31, 2017, 12:14:01 AM",Evening Hike,Hike,Test run of the Chacos,1046,1.64,,FALSE,,activities/1013665371.gpx,5,2017,31,2:14:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014473651,"May 31, 2017, 2:33:04 PM",BC Walk,Walk,,4935,7.24,,FALSE,,activities/1014473651.gpx,5,2017,31,2:33:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014951067,"May 31, 2017, 7:48:52 PM",Jones and back ,Ride,,1080,5.63,,FALSE,,,5,2017,31,7:48:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015059228,"May 31, 2017, 8:47:43 PM",Got the legs turning pretty well post-half marathon ,Run,,2345,8.43,,FALSE,,activities/1015059228.gpx,5,2017,31,8:47:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016025536,"Jun 1, 2017, 1:54:16 PM",Stillwater hill hopping - tried to brute force a Myrtle PR and obviously got humbled ,Run,,3452,10.08,,FALSE,,activities/1016025536.gpx,6,2017,1,1:54:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017591098,"Jun 2, 2017, 1:33:33 PM",Jog->shuffle->trudge ,Run,"That was one of the worst runs just by feel that I've had in two weeks or so. Both legs and lungs were overloaded and it felt like work from mile 1.5. Couldn't even take downhills at a faster clip. Due to yesterday's hills? Or just fatigue potentially. 

Note: watched a guy save a cat on the top of sawmill ",4472,12.16,,FALSE,,activities/1017591098.gpx,6,2017,2,1:33:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022430073,"Jun 5, 2017, 1:56:29 PM",Welcome to Muskegon,Run,,1951,6.17,,FALSE,,activities/1022430073.gpx,6,2017,5,1:56:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022824360,"Jun 5, 2017, 6:24:33 PM",Michigan Lakeshore ,Walk,,2100,1.77,,FALSE,,,6,2017,5,6:24:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023152577,"Jun 5, 2017, 11:45:09 PM",Welcome to Muskegon Pt. 2 ,Run,,2388,8.27,,FALSE,,activities/1023152577.gpx,6,2017,5,1:45:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024501420,"Jun 6, 2017, 11:15:55 PM",1st Lakeshore trail exploration,Run,,2786,8.79,,FALSE,,activities/1024501420.gpx,6,2017,6,1:15:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025413240,"Jun 7, 2017, 4:07:16 PM",Day 2 Lunch,Walk,,2899,3.94,,FALSE,,activities/1025413240.gpx,6,2017,7,4:07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025885810,"Jun 7, 2017, 8:57:22 PM",Afternoon Run,Run,,1548,5.06,,FALSE,,activities/1025885810.gpx,6,2017,7,8:57:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028606581,"Jun 9, 2017, 6:31:40 PM",5k with Tom ,Run,,2565,7.78,,FALSE,,activities/1028606581.gpx,6,2017,9,6:31:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029617569,"Jun 10, 2017, 12:05:35 PM",Morning Run,Run,,3988,12.28,,FALSE,,activities/1029617569.gpx,6,2017,10,2:05:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030164600,"Jun 10, 2017, 4:33:47 PM",Silver Lake Lighthouse ,Hike,,1091,0.6,,FALSE,,activities/1030164600.gpx,6,2017,10,4:33:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030231549,"Jun 10, 2017, 6:09:54 PM",Silver Lake Dunes,Hike,,2665,1.88,,FALSE,,activities/1030231549.gpx,6,2017,10,6:09:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030463599,"Jun 10, 2017, 8:12:56 PM",Other not recorded ,Hike,,7200,3.21,,FALSE,,,6,2017,10,8:12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031512800,"Jun 11, 2017, 12:05:05 PM",West Lakeshore,Run,,5331,16.49,,FALSE,,activities/1031512800.gpx,6,2017,11,2:05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032595627,"Jun 12, 2017, 2:27:11 AM",Michigan Sunset ,Walk,,3600,3.7,,FALSE,,,6,2017,12,2:27:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034782464,"Jun 13, 2017, 4:46:06 PM",Lunch Walk,Walk,,1200,1.12,,FALSE,,,6,2017,13,4:46:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035411649,"Jun 13, 2017, 10:37:24 PM",Pere Marquette Dunes are awesome but heat + sand = no go,Run,Saw a tiny tiny fawn,2560,6.81,,FALSE,,activities/1035411649.gpx,6,2017,13,12:37:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035453676,"Jun 13, 2017, 11:44:59 PM",I wanted 8 today ,Run,,1094,3.58,,FALSE,,activities/1035453676.gpx,6,2017,13,1:44:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037108752,"Jun 15, 2017, 12:06:08 AM",Rain ruined,Run,,1728,5.88,,FALSE,,activities/1037108752.gpx,6,2017,15,2:06:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038606778,"Jun 15, 2017, 9:35:36 PM",Run fast attack hills ,Run,,3036,9.27,,FALSE,,activities/1038606778.gpx,6,2017,15,9:35:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039986046,"Jun 16, 2017, 10:09:29 PM",Coolest run I've ever done ,Run,,4664,9.15,,FALSE,,activities/1039986046.gpx,6,2017,16,12:09:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040010818,"Jun 16, 2017, 11:59:08 PM",Missed data,Run,,360,0.96,,FALSE,,,6,2017,16,1:59:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040998347,"Jun 17, 2017, 1:15:37 PM",Hoffmaster/Ottawa Dunes Introduction,Run,These will be my trails of choice I think...,6532,15.34,,FALSE,,activities/1040998347.gpx,6,2017,17,1:15:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043396091,"Jun 18, 2017, 8:45:08 PM",Time to starting cooling down for Saturday,Run,,1110,3.61,,FALSE,,activities/1043396091.gpx,6,2017,18,8:45:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044936120,"Jun 19, 2017, 11:17:40 PM",Road legs feel weird ,Run,,2316,7.53,,FALSE,,activities/1044936120.gpx,6,2017,19,1:17:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048084494,"Jun 21, 2017, 9:48:33 PM",Afternoon Run,Run,,2266,7.97,,FALSE,,activities/1048084494.gpx,6,2017,21,9:48:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049660375,"Jun 22, 2017, 11:47:37 PM",Evening Run,Run,,1133,3.61,,FALSE,,activities/1049660375.gpx,6,2017,22,1:47:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051611867,"Jun 24, 2017, 11:00:50 AM",Seaway Half Marathon - Muskegon,Run,All I'm thinking about are the warriors out at #ws100 kicking it off this morning ,6237,21.54,,FALSE,,activities/1051611867.gpx,6,2017,24,1:00:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053456142,"Jun 25, 2017, 1:05:26 PM",Recovery - North Muskegon ,Ride,,3809,20.08,,FALSE,,activities/1053456142.gpx,6,2017,25,1:05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055831358,"Jun 26, 2017, 10:39:50 PM",Free now that the Half is done ,Run,First run with the new Teton hydration pack ,4409,10.84,,FALSE,,activities/1055831358.gpx,6,2017,26,12:39:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057350170,"Jun 27, 2017, 10:36:02 PM",Evening Run,Run,,2192,5.84,,FALSE,,activities/1057350170.gpx,6,2017,27,12:36:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060317545,"Jun 30, 2017, 12:05:55 AM",Not feeling motivated ,Run,,1182,4.12,,FALSE,,activities/1060317545.gpx,6,2017,30,2:05:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061546266,"Jun 30, 2017, 10:48:03 PM",Evening Ride,Ride,,4127,24.89,,FALSE,,activities/1061546266.gpx,6,2017,30,12:48:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062703491,"Jul 1, 2017, 4:02:03 PM",Sleeping Bear Dunes State Park,Hike,,5757,4.27,,FALSE,,activities/1062703491.gpx,7,2017,1,4:02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063232504,"Jul 1, 2017, 8:34:41 PM",Sleeping Bear Dunes State Park - Pyramid Point,Hike,,4476,3.26,,FALSE,,activities/1063232504.gpx,7,2017,1,8:34:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065645480,"Jul 2, 2017, 7:46:19 PM",Tahquamenon State Park - Lower falls ,Hike,,11690,10.13,,FALSE,,activities/1065645480.gpx,7,2017,2,7:46:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065646872,"Jul 2, 2017, 11:00:56 PM",Tahquamenon State Park- Upper falls ,Hike,,1500,1.61,,FALSE,,,7,2017,2,1:00:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066274457,"Jul 3, 2017, 9:23:22 PM",Muskallonge State Park - Superior Lakeshore,Hike,,2400,2.09,,FALSE,,,7,2017,3,9:23:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067139903,"Jul 4, 2017, 12:39:58 PM",Happy 4th!,Run,"Met Jack @ mile 9 - native to Muskegon, really nice guy",8218,18.42,,FALSE,,activities/1067139903.gpx,7,2017,4,2:39:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071215277,"Jul 6, 2017, 10:50:31 PM",Body crashed by 4,Run,,2685,9.17,,FALSE,,activities/1071215277.gpx,7,2017,6,12:50:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073519549,"Jul 8, 2017, 11:43:48 AM",Big M full loop ,Run,New longest run. One of the smoothest and definitely smoothest trail runs I've ever done. So peaceful. It felt amazing. Can't believe I held that pace. ,11137,29.59,,FALSE,,activities/1073519549.gpx,7,2017,8,1:43:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075989708,"Jul 9, 2017, 7:36:32 PM",I guess this was a recovery ride? ,Ride,,3953,24.42,,FALSE,,activities/1075989708.gpx,7,2017,9,7:36:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077593926,"Jul 10, 2017, 11:45:46 PM",800 800 200 in the middle ,Run,,3245,10.59,,FALSE,,activities/1077593926.gpx,7,2017,10,1:45:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078503077,"Jul 11, 2017, 4:22:45 PM",Lunch Walk,Walk,,1722,2.16,,FALSE,,activities/1078503077.gpx,7,2017,11,4:22:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079188927,"Jul 12, 2017, 12:12:57 AM",Drop off: point to home. Legs are dead,Run,,3054,9.37,,FALSE,,activities/1079188927.gpx,7,2017,12,2:12:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080768123,"Jul 13, 2017, 12:28:52 AM",With da interns ,Walk,,2056,1.75,,FALSE,,activities/1080768123.gpx,7,2017,13,2:28:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082282995,"Jul 13, 2017, 11:41:50 PM",Keeping light ,Run,,1286,4.18,,FALSE,,activities/1082282995.gpx,7,2017,13,1:41:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082873694,"Jul 14, 2017, 12:14:14 PM",Morning Ride,Ride,,951,4.53,,TRUE,,activities/1082873694.gpx,7,2017,14,2:14:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083433637,"Jul 14, 2017, 7:45:57 PM","Raced our shuttle home, behind by .6 mi",Ride,,662,4.28,,TRUE,,activities/1083433637.gpx,7,2017,14,7:45:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083597637,"Jul 14, 2017, 9:54:54 PM",Run/hike ,Run,,4710,8.11,,FALSE,,activities/1083597637.gpx,7,2017,14,9:54:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083671977,"Jul 15, 2017, 12:13:19 AM",Evening Walk,Walk,,2332,1.56,,FALSE,,activities/1083671977.gpx,7,2017,15,2:13:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084457085,"Jul 15, 2017, 11:59:41 AM",Yeah I didn't really feel like running ,Run,,6440,14.68,,FALSE,,activities/1084457085.gpx,7,2017,15,1:59:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086636974,"Jul 16, 2017, 3:39:45 PM",Playing in the sandbox ,Run,,4450,6.61,,FALSE,,activities/1086636974.gpx,7,2017,16,3:39:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087726638,"Jul 17, 2017, 11:46:09 AM",Morning Ride,Ride,,974,4.5,,TRUE,,activities/1087726638.gpx,7,2017,17,1:46:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088566560,"Jul 17, 2017, 9:01:46 PM",Afternoon Ride,Ride,,915,4.48,,TRUE,,activities/1088566560.gpx,7,2017,17,9:01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089409835,"Jul 18, 2017, 12:18:56 PM",Morning Ride,Ride,,1007,4.52,,TRUE,,activities/1089409835.gpx,7,2017,18,2:18:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090295368,"Jul 18, 2017, 9:04:23 PM",Afternoon Ride,Ride,,876,4.5,,TRUE,,activities/1090295368.gpx,7,2017,18,9:04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090394892,"Jul 18, 2017, 10:07:39 PM",Why are my legs so fatigued ,Run,,3066,9.51,,FALSE,,activities/1090394892.gpx,7,2017,18,12:07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096211614,"Jul 22, 2017, 2:34:22 PM",Morning Walk with Ellen😊,Walk,,6820,7.64,,FALSE,,activities/1096211614.gpx,7,2017,22,2:34:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099903292,"Jul 24, 2017, 9:23:21 PM",PSA: 800 miles in a car doesn't do nice things to your legs ,Run,,3901,11.59,,FALSE,,activities/1099903292.gpx,7,2017,24,9:23:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100588327,"Jul 25, 2017, 11:11:25 AM",That went better ,Run,,3248,10.71,,FALSE,,activities/1100588327.gpx,7,2017,25,1:11:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103183901,"Jul 26, 2017, 9:45:49 PM","I was wondering what would break first, your spirit...or your body ",Run,Been wanting the 10k PR for a while. Celebrating 500 miles on the year 🎉,2827,10.18,,FALSE,,activities/1103183901.gpx,7,2017,26,9:45:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103188703,"Jul 26, 2017, 10:34:01 PM",Shuffle back ,Run,,215,0.56,,FALSE,,activities/1103188703.gpx,7,2017,26,12:34:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104772627,"Jul 27, 2017, 10:17:48 PM",1.0 WU 2.0 2x3 mini hills ,Run,1.2.5 weren't fast enough ,1970,5.72,,FALSE,,activities/1104772627.gpx,7,2017,27,12:17:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105453900,"Jul 28, 2017, 12:33:17 PM",Morning Ride,Ride,Nice and slow beautiful morning ,1055,4.46,,TRUE,,activities/1105453900.gpx,7,2017,28,2:33:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071762,"Jul 28, 2017, 9:02:11 PM",Afternoon Ride,Ride,,1186,4.47,,TRUE,,activities/1106071762.gpx,7,2017,28,9:02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106201112,"Jul 28, 2017, 11:40:18 PM",Evening Hike,Hike,,1059,1.13,,FALSE,,activities/1106201112.gpx,7,2017,28,1:40:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106293851,"Jul 29, 2017, 12:04:42 AM",State Park VII: Ludington,Run,,1885,1.81,,FALSE,,activities/1106293851.gpx,7,2017,29,2:04:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107064634,"Jul 29, 2017, 12:02:13 PM","Light heart, light feet",Run,,7158,18.32,,FALSE,,activities/1107064634.gpx,7,2017,29,2:02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107778101,"Jul 29, 2017, 8:41:37 PM",It was too nice out ,Ride,,4375,21.74,,FALSE,,activities/1107778101.gpx,7,2017,29,8:41:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109046372,"Jul 30, 2017, 2:53:57 PM",40 mile week 🎉,Run,,2539,7.18,,FALSE,,activities/1109046372.gpx,7,2017,30,2:53:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109653010,"Jul 30, 2017, 7:42:40 PM",Afternoon Hike,Hike,,6286,5.14,,FALSE,,activities/1109653010.gpx,7,2017,30,7:42:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110358405,"Jul 31, 2017, 12:44:53 PM",Morning Ride,Ride,,1119,4.47,,TRUE,,activities/1110358405.gpx,7,2017,31,2:44:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111199136,"Jul 31, 2017, 10:33:06 PM",Evening Ride,Ride,,960,4.34,,TRUE,,,7,2017,31,12:33:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113735457,"Aug 2, 2017, 12:49:50 PM",Morning Ride,Ride,,1047,4.48,,TRUE,,activities/1113735457.gpx,8,2017,2,2:49:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114501016,"Aug 2, 2017, 9:30:19 PM",Afternoon Ride,Ride,,1020,4.34,,TRUE,,,8,2017,2,9:30:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114537683,"Aug 2, 2017, 9:53:02 PM",I'm over this whole running thing ,Run,I hate heat. I'm mentally fatigued. Just no. ,1919,6.72,,FALSE,,activities/1114537683.gpx,8,2017,2,9:53:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116078242,"Aug 3, 2017, 9:54:56 PM",Afternoon Run,Run,,1708,6.09,,FALSE,,activities/1116078242.gpx,8,2017,3,9:54:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118478800,"Aug 5, 2017, 12:13:24 PM",Salute to MI trails,Run,Most vert in one run if I'm not mistaken,8881,22.46,,FALSE,,activities/1118478800.gpx,8,2017,5,2:13:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120976181,"Aug 6, 2017, 8:26:23 PM",Afternoon Ride,Ride,,3806,21.88,,FALSE,,activities/1120976181.gpx,8,2017,6,8:26:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125268672,"Aug 9, 2017, 4:06:10 PM",Fooood,Walk,,2618,1.83,,FALSE,,activities/1125268672.gpx,8,2017,9,4:06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130021848,"Aug 12, 2017, 4:03:28 PM",Picnic Point,Run,,1201,2.56,,FALSE,,activities/1130021848.gpx,8,2017,12,4:03:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136636810,"Aug 16, 2017, 1:29:56 PM",It rained. A lot. ,Run,,5756,16.3,,FALSE,,activities/1136636810.gpx,8,2017,16,1:29:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138544816,"Aug 17, 2017, 4:51:46 PM",Fairy Falls ,Hike,,2770,2,,FALSE,,activities/1138544816.gpx,8,2017,17,4:51:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141350316,"Aug 19, 2017, 2:16:08 PM",Walk with Ellen,Walk,,1978,2.75,,FALSE,,activities/1141350316.gpx,8,2017,19,2:16:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141433428,"Aug 19, 2017, 3:25:32 PM",Home to Jischke recon ,Ride,,418,1.4,,TRUE,,activities/1141433428.gpx,8,2017,19,3:25:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141667843,"Aug 19, 2017, 5:24:10 PM",Home - Harwood ,Ride,,896,2.59,,FALSE,,activities/1141667843.gpx,8,2017,19,5:24:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141699766,"Aug 19, 2017, 5:41:09 PM",Other rides ,Ride,,1200,3.86,,FALSE,,,8,2017,19,5:41:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143087481,"Aug 20, 2017, 1:41:49 PM","Legs actually felt horrible, why",Run,,1257,3.86,,FALSE,,activities/1143087481.gpx,8,2017,20,1:41:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143796489,"Aug 20, 2017, 7:36:55 PM",Second one with Matt,Run,,1746,5.39,,FALSE,,activities/1143796489.gpx,8,2017,20,7:36:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151577257,"Aug 25, 2017, 3:26:23 PM",Peggy's x2,Run,That was horrible ,4920,13.14,,FALSE,,activities/1151577257.gpx,8,2017,25,3:26:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151583899,"Aug 25, 2017, 4:08:35 PM",Week's commuting ,Ride,Weekly commuting ,2700,10.3,,TRUE,,,8,2017,25,4:08:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153014738,"Aug 26, 2017, 1:44:28 PM","Fast south, recover ",Run,,1887,6.53,,FALSE,,activities/1153014738.gpx,8,2017,26,1:44:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153935774,"Aug 27, 2017, 12:26:01 AM",Evening Walk,Walk,,5041,5.27,,FALSE,,activities/1153935774.gpx,8,2017,27,2:26:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155382763,"Aug 27, 2017, 4:51:10 PM",Jischke + Red tailed hawk!,Ride,,2251,4.55,,FALSE,,activities/1155382763.gpx,8,2017,27,4:51:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160836567,"Aug 31, 2017, 4:17:04 AM",Ultimate ,Workout,,1800,0,,FALSE,,,8,2017,31,4:17:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163222397,"Sep 1, 2017, 5:17:30 PM",Weekly commuting ,Ride,,3600,13.51,,TRUE,,,9,2017,1,5:17:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164771916,"Sep 2, 2017, 3:36:38 PM",Welcome to Le Mars,Walk,,4227,5.27,,FALSE,,activities/1164771916.gpx,9,2017,2,3:36:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174041055,"Sep 8, 2017, 1:45:00 AM",Ultimate ,Workout,,1800,0,,FALSE,,,9,2017,8,1:45:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174043145,"Sep 8, 2017, 12:27:38 PM",Weekly commuting ,Ride,,3000,11.58,,TRUE,,,9,2017,8,2:27:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
